345
VFM	JJ	0.00863930885529
VFM	VFM	0.131749460043
VFM	INTF	0.00431965442765
VFM	RP	0.0194384449244
VFM	NN	0.0496760259179
VFM	QW	0.0151187904968
VFM	VAUX	0.425485961123
VFM	NEG	0.0431965442765
VFM	NNC	0.00431965442765
VFM	NVB	0.00647948164147
VFM	NLOC	0.00863930885529
VFM	CC	0.0302375809935
VFM	PRP	0.0626349892009
VFM	RB	0.0129589632829
VFM	QF	0.00431965442765
VFM	QFNUM	0.00863930885529
VFM	Unk	0.114470842333
VFM	PREP	0.0280777537797
VFM	NNP	0.00863930885529
VFM	qX	0.00215982721382
NEG	VFM	0.325
NEG	RP	0.05
NEG	QW	0.0166666666667
NEG	NN	0.05
NEG	VAUX	0.0666666666667
NEG	VNN	0.05
NEG	RB	0.025
NEG	NLOC	0.0166666666667
NEG	CC	0.025
NEG	NNPC	0.0166666666667
NEG	PRP	0.05
NEG	JJ	0.0166666666667
NEG	NEG	0.0166666666667
NEG	JVB	0.0166666666667
NEG	Unk	0.158333333333
NEG	NVB	0.025
NEG	qX	0.00833333333333
VJJ	VAUX	0.210526315789
VJJ	VJJ	0.0789473684211
VJJ	VFM	0.0789473684211
VJJ	RP	0.0526315789474
VJJ	PREP	0.0526315789474
VJJ	qX	0.0263157894737
JJ	VFM	0.113821138211
JJ	INTF	0.0243902439024
JJ	RP	0.0325203252033
JJ	NN	0.219512195122
JJ	VAUX	0.0731707317073
JJ	NEG	0.0162601626016
JJ	VJJ	0.0162601626016
JJ	NNPC	0.0162601626016
JJ	PRP	0.0406504065041
JJ	JJ	0.0406504065041
JJ	QFNUM	0.0325203252033
JJ	Unk	0.19512195122
JJ	PREP	0.0731707317073
JJ	NNP	0.0162601626016
JJ	qX	0.00813008130081
q0	VFM	0.0546021840874
q0	NEG	0.0171606864275
q0	JJ	0.0499219968799
q0	RP	0.00780031201248
q0	NN	0.120124804992
q0	VNN	0.00312012480499
q0	NLOC	0.015600624025
q0	VAUX	0.00780031201248
q0	PRP	0.224648985959
q0	RB	0.0421216848674
q0	NNP	0.0327613104524
q0	VB	0.00312012480499
q0	INTF	0.0234009360374
q0	CC	0.0530421216849
q0	JVB	0.00312012480499
q0	Unk	0.201248049922
q0	QW	0.0390015600624
q0	NNPC	0.00936037441498
q0	NVB	0.00780031201248
q0	QF	0.0249609984399
q0	QFNUM	0.0343213728549
q0	PREP	0.0202808112324
q0	qX	0.0015600624025
RP	VFM	0.185897435897
RP	NEG	0.0512820512821
RP	VJJ	0.0192307692308
RP	JJ	0.0384615384615
RP	RP	0.025641025641
RP	NN	0.0961538461538
RP	VNN	0.0192307692308
RP	NNC	0.0128205128205
RP	NLOC	0.0128205128205
RP	VAUX	0.0128205128205
RP	PRP	0.0769230769231
RP	RB	0.025641025641
RP	NNP	0.0128205128205
RP	INTF	0.0128205128205
RP	CC	0.0192307692308
RP	JVB	0.0192307692308
RP	Unk	0.24358974359
RP	QW	0.0128205128205
RP	NVB	0.0320512820513
RP	QF	0.0128205128205
RP	QFNUM	0.0128205128205
RP	PREP	0.025641025641
RP	qX	0.00641025641026
NN	CC	0.011961722488
NN	VFM	0.203349282297
NN	NVB	0.00717703349282
NN	RP	0.0358851674641
NN	QW	0.0311004784689
NN	NN	0.0885167464115
NN	RB	0.011961722488
NN	VAUX	0.0430622009569
NN	VNN	0.0143540669856
NN	QF	0.0143540669856
NN	VJJ	0.00956937799043
NN	NNPC	0.00478468899522
NN	PRP	0.066985645933
NN	JJ	0.0191387559809
NN	NEG	0.0263157894737
NN	JVB	0.00478468899522
NN	QFNUM	0.00956937799043
NN	Unk	0.131578947368
NN	PREP	0.239234449761
NN	NNP	0.0143540669856
NN	qX	0.00239234449761
VNN	VFM	0.175438596491
VNN	VAUX	0.105263157895
VNN	NEG	0.0350877192982
VNN	CC	0.0350877192982
VNN	Unk	0.0877192982456
VNN	PREP	0.228070175439
VNN	qX	0.0175438596491
NNC	Unk	0.1
NNC	RP	0.0666666666667
NNC	NN	0.1
NNC	qX	0.0333333333333
NLOC	VFM	0.1
NLOC	RP	0.08
NLOC	NN	0.04
NLOC	QW	0.04
NLOC	VAUX	0.04
NLOC	NEG	0.06
NLOC	PRP	0.06
NLOC	QF	0.04
NLOC	Unk	0.1
NLOC	PREP	0.14
NLOC	qX	0.02
CC	VFM	0.0603448275862
CC	INTF	0.0258620689655
CC	RP	0.0258620689655
CC	RB	0.051724137931
CC	NN	0.0689655172414
CC	CC	0.0258620689655
CC	VNN	0.0172413793103
CC	QF	0.0344827586207
CC	NLOC	0.0258620689655
CC	VAUX	0.0172413793103
CC	PRP	0.258620689655
CC	JJ	0.0258620689655
CC	NEG	0.0258620689655
CC	QW	0.051724137931
CC	QFNUM	0.0172413793103
CC	Unk	0.155172413793
CC	PREP	0.0258620689655
CC	NNP	0.0258620689655
CC	qX	0.00862068965517
PRP	VNN	0.00746268656716
PRP	VFM	0.0646766169154
PRP	NVB	0.0174129353234
PRP	RP	0.0845771144279
PRP	NN	0.191542288557
PRP	QW	0.0248756218905
PRP	CC	0.0124378109453
PRP	NEG	0.0273631840796
PRP	RB	0.0199004975124
PRP	NNC	0.00497512437811
PRP	NLOC	0.00497512437811
PRP	VAUX	0.0174129353234
PRP	NNPC	0.00746268656716
PRP	PRP	0.092039800995
PRP	JJ	0.0398009950249
PRP	QF	0.0223880597015
PRP	QFNUM	0.0174129353234
